19500314,政令,昭和二十五年政令第三十一号,私立学校法施行令
19500331,政令,昭和二十五年政令第六十四号,退職職員に支給する退職手当支給の財源に充てるための特別会計からする一般会計への繰入れに関する政令
19500331,政令,昭和二十五年政令第七十一号,相続税法施行令
19500401,政令,昭和二十五年政令第七十七号,国等の債権債務等の金額の端数計算に関する法律施行令
19500405,政令,昭和二十五年政令第七十八号,身体障害者福祉法施行令
19500420,政令,昭和二十五年政令第八十九号,公職選挙法施行令
19500425,政令,昭和二十五年政令第九十五号,資産再評価法施行令
19500519,政令,昭和二十五年政令第百四十号,教科用図書検定調査審議会令
19500520,政令,昭和二十五年政令第百四十八号,生活保護法施行令
19500520,政令,昭和二十五年政令第百五十二号,農林水産業施設災害復旧事業費国庫補助の暫定措置に関する法律施行令
19500523,政令,昭和二十五年政令第百五十五号,精神保健及び精神障害者福祉に関する法律施行令
19500525,政令,昭和二十五年政令第百六十三号,放送法施行令
19500531,政令,昭和二十五年政令第百七十三号,電波法による旅費等の額を定める政令
19500610,政令,昭和二十五年政令第百八十六号,国際観光ホテル整備法施行令
19500612,政令,昭和二十五年政令第百八十八号,人権擁護委員に対する費用弁償に関する政令
19500620,政令,昭和二十五年政令第百九十八号,肥料取締法施行令
19500622,政令,昭和二十五年政令第二百一号,建築士法施行令
19500728,政令,昭和二十五年政令第二百三十九号,漁港漁場整備法施行令
19500731,政令,昭和二十五年政令第二百四十四号,牧野法施行令
19500731,政令,昭和二十五年政令第二百四十五号,地方税法施行令
19500804,政令,昭和二十五年政令第二百五十二号,ドイツ財産管理令
19500819,政令,昭和二十五年政令第二百六十九号,家畜改良増殖法施行令
19500826,政令,昭和二十五年政令第二百七十七号,船主相互保険組合法施行令
19500831,政令,昭和二十五年政令第二百八十号,商品先物取引法施行令
19501031,政令,昭和二十五年政令第三百二十三号,火薬類取締法施行令
19501116,政令,昭和二十五年政令第三百三十八号,建築基準法施行令
19501211,政令,昭和二十五年政令第三百四十九号,検察官特別考試令
19501214,政令,昭和二十五年政令第三百五十号,中小企業信用保険法施行令
19501226,政令,昭和二十五年政令第三百六十九号,閉鎖機関の引当財産の管理に関する政令
19510119,政令,昭和二十六年政令第四号,港湾法施行令
19510122,政令,昭和二十六年政令第六号,連合国財産の返還等に関する政令
19510129,政令,昭和二十六年政令第十五号,鉱業登録令
19510129,政令,昭和二十六年政令第十六号,鉱業法関係手数料令
19510306,政令,昭和二十六年政令第四十号,朝鮮総督府交通局共済組合の本邦内にある財産の整理に関する政令
19510331,政令,昭和二十六年政令第七十八号,農業委員会等に関する法律施行令
19510410,政令,昭和二十六年政令第九十九号,納税貯蓄組合法施行令
19510416,政令,昭和二十六年政令第百七号,公共土木施設災害復旧事業費国庫負担法施行令
19510509,政令,昭和二十六年政令第百四十六号,土地改良登記令
19510510,政令,昭和二十六年政令第百四十七号,文化功労者年金法施行令
19510526,政令,昭和二十六年政令第百六十二号,沖縄振興開発金融公庫の国庫納付金に関する政令
19510602,政令,昭和二十六年政令第百九十一号,沖縄振興開発金融公庫の予算及び決算に関する法律施行令
19510605,政令,昭和二十六年政令第百九十六号,鉱業等に係る土地利用の調整手続等に関する法律第四十七条の規定により鑑定人が受ける鑑定料の額を定める政令
19510611,政令,昭和二十六年政令第二百五号,特別調達資金設置令
19510614,政令,昭和二十六年政令第二百十五号,港湾運送事業法施行令
19510615,政令,昭和二十六年政令第二百十六号,税理士法施行令
19510630,政令,昭和二十六年政令第二百四十号,公営住宅法施行令
19510630,政令,昭和二十六年政令第二百五十号,道路運送法施行令
19510630,政令,昭和二十六年政令第二百五十二号,自動車道標識令
19510630,政令,昭和二十六年政令第二百五十四号,道路運送車両法施行令
19510630,政令,昭和二十六年政令第二百五十五号,道路運送車両法関係手数料令
19510630,政令,昭和二十六年政令第二百五十六号,自動車登録令
19510720,政令,昭和二十六年政令第二百七十一号,特別調達資金設置令施行令
19510731,政令,昭和二十六年政令第二百七十六号,森林法施行令
19510831,政令,昭和二十六年政令第二百九十一号,日本農林規格等に関する法律施行令
19510901,政令,昭和二十六年政令第二百九十二号,漁業登録令
19510929,政令,昭和二十六年政令第三百十六号,債券収入金等の払いもどし金の損益の計算の方法及び当該損益の帰属に関する政令
19511027,政令,昭和二十六年政令第三百四十二号,土地収用法施行令
19511214,政令,昭和二十六年政令第三百七十七号,検疫法施行令
