19500403,法律|政令,昭和二十五年法律第九十五号,一般職の職員の給与に関する法律
19500415,法律|政令,昭和二十五年法律第百号,公職選挙法
19500417,法律|政令,昭和二十五年法律第百二号,水路業務法
19500419,法律|政令,昭和二十五年法律第百五号,日本政府在外事務所設置法
19500425,法律|政令,昭和二十五年法律第百十号,資産再評価法
19500430,法律|政令,昭和二十五年法律第百十四号,国家公務員等の旅費に関する法律
19500430,法律|政令,昭和二十五年法律第百十八号,図書館法
19500501,法律|政令,昭和二十五年法律第百二十六号,北海道開発法
19500501,法律|政令,昭和二十五年法律第百二十七号,肥料取締法
19500501,法律|政令,昭和二十五年法律第百二十九号,造船法
19500501,法律|政令,昭和二十五年法律第百二十三号,精神保健及び精神障害者福祉に関する法律
19500502,法律|政令,昭和二十五年法律第百三十一号,電波法
19500502,法律|政令,昭和二十五年法律第百三十二号,放送法
19500502,法律|政令,昭和二十五年法律第百三十七号,漁港漁場整備法
19500504,法律|政令,昭和二十五年法律第百四十四号,生活保護法
19500504,法律|政令,昭和二十五年法律第百四十七号,国籍法
19500504,法律|政令,昭和二十五年法律第百四十九号,火薬類取締法
19500504,法律|政令,昭和二十五年法律第百五十一号,植物防疫法
19500508,法律|政令,昭和二十五年法律第百五十八号,質屋営業法
19500510,法律|政令,昭和二十五年法律第百六十九号,農林水産業施設災害復旧事業費国庫補助の暫定措置に関する法律
19500511,法律|政令,昭和二十五年法律第百七十二号,予算執行職員等の責任に関する法律
19500511,法律|政令,昭和二十五年法律第百七十五号,日本農林規格等に関する法律
19500511,法律|政令,昭和二十五年法律第百七十七号,船主相互保険組合法
19500513,法律|政令,昭和二十五年法律第百七十八号,漁船法
19500515,法律|政令,昭和二十五年法律第百七十九号,国会議員の選挙等の執行経費の基準に関する法律
19500520,法律|政令,昭和二十五年法律第百九十四号,牧野法
19500522,法律|政令,昭和二十五年法律第百九十七号,司法書士法
19500524,法律|政令,昭和二十五年法律第二百一号,建築基準法
19500524,法律|政令,昭和二十五年法律第二百二号,建築士法
19500525,法律|政令,昭和二十五年法律第二百四号,保護司法
19500526,法律|政令,昭和二十五年法律第二百五号,国土形成計画法
19500527,法律|政令,昭和二十五年法律第二百九号,家畜改良増殖法
19500527,法律|政令,昭和二十五年法律第二百七号,クリーニング業法
19500527,法律|政令,昭和二十五年法律第二百八号,小型自動車競走法
19500530,法律|政令,昭和二十五年法律第二百十一号,地方交付税法
19500530,法律|政令,昭和二十五年法律第二百十四号,文化財保護法
19500531,法律|政令,昭和二十五年法律第二百十八号,港湾法
19500628,法律|政令,昭和二十五年法律第二百二十号,旧軍港市転換法
19500718,法律|政令,昭和二十五年法律第二百二十一号,別府国際観光温泉文化都市建設法
19500725,法律|政令,昭和二十五年法律第二百二十二号,伊東国際観光温泉文化都市建設法
19500731,法律|政令,昭和二十五年法律第二百二十六号,地方税法
19500731,法律|政令,昭和二十五年法律第二百二十八号,土地家屋調査士法
19500801,法律|政令,昭和二十五年法律第二百三十三号,熱海国際観光温泉文化都市建設法
19500805,法律|政令,昭和二十五年法律第二百三十九号,商品先物取引法
19500826,法律|政令,昭和二十五年法律第二百四十七号,狂犬病予防法
19501021,法律|政令,昭和二十五年法律第二百四十八号,横浜国際港都建設法
19501021,法律|政令,昭和二十五年法律第二百四十九号,神戸国際港都建設法
19501021,法律|政令,昭和二十五年法律第二百五十号,奈良国際文化観光都市建設法
19501022,法律|政令,昭和二十五年法律第二百五十一号,京都国際文化観光都市建設法
19501209,法律|政令,昭和二十五年法律第二百五十三号,漁業用海岸局を開設運用する漁業協同組合及び漁業協同組合連合会に対する水産業協同組合法の適用の特例に関する法律
19501212,法律|政令,昭和二十五年法律第二百五十六号,旧令による共済組合等からの年金受給者のための特別措置法
19501213,法律|政令,昭和二十五年法律第二百六十一号,地方公務員法
19501214,法律|政令,昭和二十五年法律第二百六十四号,中小企業信用保険法
19501218,法律|政令,昭和二十五年法律第二百七十六号,郵政事業特別会計の歳入不足を補てんするための一般会計からする繰入金に関する法律
19501220,法律|政令,昭和二十五年法律第二百八十九号,鉱業法
19501220,法律|政令,昭和二十五年法律第二百九十号,鉱業法施行法　抄
19501220,法律|政令,昭和二十五年法律第二百九十一号,採石法
19501220,法律|政令,昭和二十五年法律第二百九十二号,鉱業等に係る土地利用の調整手続等に関する法律
19501228,法律|政令,昭和二十五年法律第三百三号,毒物及び劇物取締法
19510222,法律|政令,昭和二十六年法律第四号,行政書士法
19510301,法律|政令,昭和二十六年法律第七号,松江国際文化観光都市建設法
19510303,法律|政令,昭和二十六年法律第八号,芦屋国際文化住宅都市建設法
19510315,法律|政令,昭和二十六年法律第二十三号,郵政事業特別会計の歳入不足を補てんするための一般会計からする繰入金に関する法律
